,time,low,high,open,close,volume
0,1611424800,31851.0,32619.48,32260.96,32114.33,1060.72359289
1,1611403200,28770.0,32497.2,31703.57,32260.98,10089.23240225
2,1611381600,31610.15,33558.73,33335.62,31703.57,134.75848263
3,1611360000,32033.25,39985.12,33018.4,33335.63,244.52267747
4,1611338400,32360.28,39985.12,32370.5,33018.4,388.70244582
5,1611316800,31371.37,39985.12,31760.91,32370.5,10459.29196378
6,1611295200,28381.88,36265.75,31814.47,31760.91,58.97542394
7,1611273600,28783.38,31910.02,30837.45,31814.45,86.82468322
8,1611252000,30065.89,33447.5,31899.99,30837.43,20584.23194478
9,1611230400,30906.3,34688.98,32144.37,31900.01,40233.39056195
10,1611208800,32022.38,36843.79,34534.03,32144.37,115.73959601
11,1611187200,33994.86,35742.16,35508.44,34534.05,73.90871054
12,1611165600,32217.75,35742.16,34847.84,35508.46,195.43071622
13,1611144000,33457.99,38665.15,34424.5,34847.86,20383.4507939
14,1611122400,34012.42,39985.12,35496.92,34424.48,15.48895402
15,1611100800,34843.74,36823.38,36009.96,35496.9,55.91180807
16,1611079200,36005.16,39985.12,37192.06,36009.98,126.52760785
17,1611057600,36661.24,39909.09,37267.97,37192.08,10199.60714048
18,1611036000,36239.41,37768.6,36316.12,37267.99,137.84783216
19,1611014400,36213.76,37310.64,36626.81,36316.14,93.17431165
20,1610992800,32859.87,37000.0,35685.31,36626.79,30090.05105162
21,1610971200,35463.58,37400.0,36417.71,35685.29,11711.8027868
22,1610949600,35041.79,36653.26,35360.02,36417.71,133.17376657
23,1610928000,34762.72,36172.83,35806.64,35360.04,695.40643758
24,1610906400,35529.2,36854.05,35779.23,35806.66,182.19800472
25,1610884800,30998.36,36200.0,35537.0,35779.25,12469.95011584
26,1610863200,33871.08,36000.92,35589.45,35306.5,145.00233189
27,1610841600,32886.28,37472.98,36127.86,35589.43,682394.4955242
28,1610820000,35412.59,37472.98,36905.15,36031.04,21459.1252923
29,1610798400,36735.16,39985.12,37666.75,36905.13,10134.21499358
30,1610776800,35829.01,38070.0,35829.01,37666.73,169.75224709
31,1610755200,35571.58,37651.28,36760.01,35828.99,80.31410072
32,1610733600,30111.0,37980.0,35966.06,36841.87,20210.88956808
33,1610712000,34383.55,39985.12,38047.95,35967.99,40507.87785035
34,1610690400,37559.99,39985.11,37799.99,38048.82,281.49321367
35,1610668800,37800.32,39985.12,39165.31,37800.32,314.52839701
36,1610647200,38166.72,39985.12,39400.73,39200.54,40097.50828852
37,1610625600,37794.03,41788.8,38389.66,39400.71,19866.10564287
38,1610604000,37461.57,40840.8,37556.02,38389.64,1031.50557619
39,1610582400,35000.0,40840.8,37414.5,37556.0,5058.87541651
40,1610560800,34400.64,40840.8,34762.78,37414.52,1320.01278452
41,1610539200,34040.58,40000.0,34353.06,34762.8,10040.97837967
42,1610517600,33160.93,40000.0,33259.63,34353.04,43.38341516
43,1610496000,32453.56,34605.06,34052.53,33259.61,193.5587026
44,1610474400,33311.64,36228.15,34984.9,34052.51,129.16177619
45,1610452800,31412.6,40100.5,35371.42,34984.88,41205.81487973
46,1610431200,34811.15,36580.01,35865.99,35371.4,262.28081497
47,1610409600,31568.85,36373.45,35473.51,35866.01,108.93509584
48,1610388000,31198.26,35928.72,32803.68,35473.53,30215.36440849
